gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
DHRS4L2,1.01E-07,-0.191622013,0.088,0.243,0.003834547,-0.155,0.097740087,0.253670762,ENSG00000187630,14,+,protein_coding,no,dehydrogenase/reductase 4 like 2
MEX3C,1.02E-07,-0.162600772,0.128,0.305,0.003908469,-0.177,0.252303322,0.401707001,ENSG00000176624,18,-,protein_coding,no,mex-3 RNA binding family member C
AC092069.1,1.03E-07,-0.167741911,0.026,0.134,0.003927757,-0.108,0.018194462,0.143736753,ENSG00000267458,19,-,lncRNA,no,"novel transcript, antisense to CALR"
MTRF1L,1.04E-07,-0.159629262,0.134,0.316,0.003950164,-0.182,0.374328294,0.535124785,ENSG00000112031,6,-,protein_coding,no,mitochondrial translational release factor 1 like
AC234772.3,1.05E-07,-0.088578735,0.003,0.086,0.004003845,-0.083,0.007432828,0.071225629,ENSG00000269902,X,-,lncRNA,no,novel transcript
HSCB,1.05E-07,-0.090522393,0.043,0.168,0.004005212,-0.125,0.086494088,0.156850725,ENSG00000100209,22,+,protein_coding,no,HscB mitochondrial iron-sulfur cluster cochaperone
RNH1,1.05E-07,-0.234145069,0.225,0.444,0.004019892,-0.219,0.529319303,0.798799918,ENSG00000023191,11,-,protein_coding,no,ribonuclease/angiogenin inhibitor 1
LGALS1,1.07E-07,-0.629446079,0.228,0.422,0.004075729,-0.194,1.287613845,2.538872099,ENSG00000100097,22,+,protein_coding,no,galectin 1
MYOF,1.12E-07,-0.217762185,0.205,0.417,0.004261657,-0.212,0.701865984,0.979148163,ENSG00000138119,10,-,protein_coding,yes,myoferlin
MAPRE2,1.14E-07,-0.20955558,0.182,0.382,0.00432945,-0.2,0.45853468,0.686550211,ENSG00000166974,18,+,protein_coding,no,microtubule associated protein RP/EB family member 2
ATP6V1D,1.14E-07,-0.188607847,0.12,0.289,0.004344565,-0.169,0.216190209,0.386047526,ENSG00000100554,14,-,protein_coding,yes,ATPase H+ transporting V1 subunit D
SIAH1,1.15E-07,-0.109191427,0.128,0.307,0.004398839,-0.179,0.294642378,0.396431747,ENSG00000196470,16,-,protein_coding,yes,siah E3 ubiquitin protein ligase 1
COMMD6,1.16E-07,-0.24115681,0.336,0.591,0.004413759,-0.255,1.544643727,2.007616227,ENSG00000188243,13,-,protein_coding,no,COMM domain containing 6
KCNC4,1.18E-07,0.81001894,0.214,0.086,0.004508023,0.128,0.981250978,0.130054778,ENSG00000116396,1,+,protein_coding,yes,potassium voltage-gated channel subfamily C member 4
NDUFA1,1.19E-07,-0.302722671,0.288,0.54,0.004545735,-0.252,1.045985429,1.523661724,ENSG00000125356,X,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A1
UQCRC1,1.20E-07,-0.08727995,0.088,0.246,0.004575813,-0.158,0.178856972,0.252376759,ENSG00000010256,3,-,protein_coding,no,ubiquinol-cytochrome c reductase core protein 1
MSN,1.20E-07,-0.347664641,0.493,0.733,0.004594113,-0.24,2.16019415,3.021344225,ENSG00000147065,X,+,protein_coding,yes,moesin
COL17A1,1.21E-07,-0.077128885,0.006,0.091,0.004598691,-0.085,0.001724783,0.056736057,ENSG00000065618,10,-,protein_coding,yes,collagen type XVII alpha 1 chain
TCF7,1.22E-07,-0.081899079,0.009,0.099,0.004646642,-0.09,0.016912049,0.076310241,ENSG00000081059,5,+,protein_coding,no,transcription factor 7
NDUFA4,1.22E-07,-0.246452779,0.339,0.572,0.004657964,-0.233,1.423887742,1.875425907,ENSG00000189043,7,-,protein_coding,no,NDUFA4 mitochondrial complex associated
CLIC2,1.23E-07,-0.204269229,0.242,0.468,0.00468796,-0.226,0.746191748,1.011792091,ENSG00000155962,X,-,protein_coding,no,chloride intracellular channel 2
YIF1A,1.23E-07,-0.092604679,0.088,0.246,0.00470666,-0.158,0.150237413,0.226490746,ENSG00000174851,11,-,protein_coding,no,"Yip1 interacting factor homolog A, membrane trafficking protein"
ATF5,1.24E-07,-0.125372191,0.051,0.182,0.004712496,-0.131,0.093930656,0.193247638,ENSG00000169136,19,+,protein_coding,no,activating transcription factor 5
UACA,1.26E-07,0.906386757,0.573,0.516,0.00481085,0.057,3.589892833,1.448797898,ENSG00000137831,15,-,protein_coding,no,uveal autoantigen with coiled-coil domains and ankyrin repeats
BAG1,1.27E-07,-0.096008729,0.197,0.409,0.004860688,-0.212,0.460201948,0.560682033,ENSG00000107262,9,-,protein_coding,no,BAG cochaperone 1
NOP58,1.30E-07,-0.072310641,0.182,0.388,0.004952368,-0.206,0.53049495,0.609161276,ENSG00000055044,2,+,protein_coding,no,NOP58 ribonucleoprotein
NDUFB5,1.33E-07,-0.231572841,0.162,0.353,0.005060084,-0.191,0.310220878,0.538349047,ENSG00000136521,3,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B5
SNAI1,1.33E-07,-0.390054409,0.091,0.243,0.005076024,-0.152,0.141699151,0.496131461,ENSG00000124216,20,+,protein_coding,no,snail family transcriptional repressor 1
RIT1,1.34E-07,-0.136311571,0.142,0.324,0.005123114,-0.182,0.335659508,0.468012088,ENSG00000143622,1,-,protein_coding,yes,Ras like without CAAX 1
PSME2,1.34E-07,-0.187569194,0.214,0.417,0.00512411,-0.203,0.480478861,0.686033365,ENSG00000100911,14,-,protein_coding,no,proteasome activator subunit 2
SDCBP2,1.38E-07,-0.214229609,0.031,0.144,0.005271629,-0.113,0.070905704,0.242340863,ENSG00000125775,20,-,protein_coding,yes,syndecan binding protein 2
TMEM173,1.39E-07,-0.208570842,0.208,0.412,0.005285497,-0.204,0.579201826,0.824835484,ENSG00000184584,5,-,protein_coding,yes,stimulator of interferon response cGAMP interactor 1
RASSF3,1.39E-07,-0.246073653,0.14,0.318,0.005314102,-0.178,0.326708655,0.573443356,ENSG00000153179,12,+,protein_coding,yes,Ras association domain family member 3
MED19,1.47E-07,-0.170258995,0.088,0.241,0.005619567,-0.153,0.13789438,0.28042757,ENSG00000156603,11,-,protein_coding,no,mediator complex subunit 19
TMEM230,1.49E-07,-0.142829919,0.219,0.444,0.00567621,-0.225,0.544562379,0.705302946,ENSG00000089063,20,-,protein_coding,no,transmembrane protein 230
S100A9,1.50E-07,-0.462576832,0.003,0.083,0.005738706,-0.08,0.002103051,0.380898907,ENSG00000163220,1,+,protein_coding,yes,S100 calcium binding protein A9
ZNF267,1.51E-07,-0.062854153,0.103,0.267,0.005744845,-0.164,0.293042238,0.350621619,ENSG00000185947,16,+,protein_coding,no,zinc finger protein 267
C1QBP,1.52E-07,-0.254963974,0.174,0.372,0.005809236,-0.198,0.358433081,0.62102627,ENSG00000108561,17,-,protein_coding,yes,complement C1q binding protein
RAB7A,1.54E-07,-0.349362243,0.319,0.527,0.005873727,-0.208,0.926526553,1.454389666,ENSG00000075785,3,+,protein_coding,yes,"RAB7A, member RAS oncogene family"
GNPNAT1,1.54E-07,-0.116986191,0.043,0.166,0.005878111,-0.123,0.066710374,0.15681223,ENSG00000100522,14,-,protein_coding,no,glucosamine-phosphate N-acetyltransferase 1
GMPR,1.54E-07,-0.074398167,0.023,0.128,0.00588547,-0.105,0.027704689,0.082092578,ENSG00000137198,6,+,protein_coding,no,guanosine monophosphate reductase
HP1BP3,1.54E-07,0.64673755,0.641,0.62,0.005886931,0.021,3.53240941,1.894954423,ENSG00000127483,1,-,protein_coding,no,heterochromatin protein 1 binding protein 3
GIMAP7,1.56E-07,0.827049585,0.638,0.631,0.005942064,0.007,5.173193587,2.479710899,ENSG00000179144,7,+,protein_coding,no,"GTPase, IMAP family member 7"
SMIM12,1.56E-07,0.044547569,0.083,0.243,0.005949002,-0.16,0.234970406,0.197419693,ENSG00000163866,1,-,protein_coding,no,small integral membrane protein 12
TRA2A,1.57E-07,-0.052337329,0.296,0.543,0.005994433,-0.247,1.019633878,1.094246282,ENSG00000164548,7,-,protein_coding,no,transformer 2 alpha homolog
TMA7,1.57E-07,-0.330902511,0.405,0.65,0.006007436,-0.245,1.931773018,2.687584027,ENSG00000232112,3,+,protein_coding,no,translation machinery associated 7 homolog
SREBF1,1.61E-07,-0.144526367,0.023,0.128,0.006135253,-0.105,0.037085149,0.146360431,ENSG00000072310,17,-,protein_coding,no,sterol regulatory element binding transcription factor 1
EDF1,1.63E-07,-0.236026359,0.333,0.575,0.006204728,-0.242,1.219451114,1.613945916,ENSG00000107223,9,-,protein_coding,no,endothelial differentiation related factor 1
MAPKAPK2,1.64E-07,-0.182360221,0.14,0.324,0.006261785,-0.184,0.328482505,0.507480615,ENSG00000162889,1,+,protein_coding,no,MAPK activated protein kinase 2
HIGD2A,1.65E-07,-0.153408805,0.123,0.291,0.006279706,-0.168,0.211341415,0.347246976,ENSG00000146066,5,+,protein_coding,no,HIG1 hypoxia inducible domain family member 2A
COA6,1.66E-07,-0.190771482,0.051,0.179,0.006335618,-0.128,0.099890676,0.255386515,ENSG00000168275,1,+,protein_coding,yes,cytochrome c oxidase assembly factor 6
SRSF1,1.68E-07,-0.090004541,0.225,0.452,0.006410528,-0.227,0.708820077,0.818822862,ENSG00000136450,17,-,protein_coding,no,serine and arginine rich splicing factor 1
MTX1,1.69E-07,-0.089773456,0.054,0.184,0.006435875,-0.13,0.104055216,0.174938939,ENSG00000173171,1,+,protein_coding,no,metaxin 1
STK17A,1.71E-07,-0.0286909,0.103,0.267,0.006504825,-0.164,0.29681994,0.32286797,ENSG00000164543,7,+,protein_coding,yes,serine/threonine kinase 17a
VPS51,1.71E-07,-0.126485898,0.134,0.31,0.006536778,-0.176,0.289405977,0.407556149,ENSG00000149823,11,+,protein_coding,no,VPS51 subunit of GARP complex
C1orf43,1.72E-07,-0.158601335,0.208,0.42,0.006541816,-0.212,0.511682547,0.687346824,ENSG00000143612,1,-,protein_coding,no,chromosome 1 open reading frame 43
PLXND1,1.72E-07,0.749389209,0.632,0.588,0.006575421,0.044,3.796446868,1.853192067,ENSG00000004399,3,-,protein_coding,yes,plexin D1
LUCAT1,1.75E-07,-0.076697623,0.003,0.083,0.006675643,-0.08,0.006329711,0.061276579,ENSG00000248323,5,-,lncRNA,no,lung cancer associated transcript 1
TICAM1,1.75E-07,-0.018093886,0.037,0.155,0.006676593,-0.118,0.078302895,0.091911836,ENSG00000127666,19,-,protein_coding,no,toll like receptor adaptor molecule 1
AC005921.2,1.76E-07,-0.12461938,0.028,0.136,0.006695651,-0.108,0.026145371,0.118724275,ENSG00000262967,17,+,lncRNA,no,"novel transcript, antisense to ANKRD40"
MCTS1,1.77E-07,-0.06557974,0.128,0.316,0.006745868,-0.188,0.279111166,0.338596728,ENSG00000232119,X,+,protein_coding,yes,MCTS1 re-initiation and release factor
OAT,1.77E-07,-0.11016857,0.16,0.345,0.006754704,-0.185,0.392190213,0.502666555,ENSG00000065154,10,-,protein_coding,no,ornithine aminotransferase
RANGRF,1.82E-07,-0.20332271,0.051,0.176,0.006948422,-0.125,0.069557804,0.231432171,ENSG00000108961,17,+,protein_coding,yes,RAN guanine nucleotide release factor
SKP1,1.82E-07,-0.396013296,0.464,0.695,0.006951421,-0.231,1.948208591,2.879449369,ENSG00000113558,5,-,protein_coding,no,S-phase kinase associated protein 1
SPNS2,1.83E-07,-0.098994142,0.276,0.511,0.006976698,-0.235,1.001818309,1.144000405,ENSG00000183018,17,+,protein_coding,yes,sphingolipid transporter 2
ABHD5,1.85E-07,-0.08741009,0.171,0.369,0.007056687,-0.198,0.499233487,0.592877337,ENSG00000011198,3,+,protein_coding,no,abhydrolase domain containing 5
MED26,1.87E-07,-0.10832328,0.017,0.115,0.007149548,-0.098,0.019539772,0.09903805,ENSG00000105085,19,-,protein_coding,no,mediator complex subunit 26
RCC1,1.89E-07,-0.075074444,0.014,0.11,0.007210397,-0.096,0.024737862,0.079474636,ENSG00000180198,1,+,protein_coding,no,regulator of chromosome condensation 1
RBM22,1.90E-07,-0.085974217,0.182,0.382,0.007265963,-0.2,0.503580973,0.595907219,ENSG00000086589,5,-,protein_coding,no,RNA binding motif protein 22
RFX1,1.92E-07,-0.180112884,0.103,0.262,0.007315768,-0.159,0.202391392,0.362276419,ENSG00000132005,19,-,protein_coding,no,regulatory factor X1
CSNK2B,1.93E-07,-0.047425467,0.179,0.374,0.007351226,-0.195,0.484540366,0.534152383,ENSG00000204435,6,+,protein_coding,yes,casein kinase 2 beta
TMED3,1.98E-07,-0.028577664,0.048,0.174,0.00754565,-0.126,0.112881078,0.135145397,ENSG00000166557,15,+,protein_coding,no,transmembrane p24 trafficking protein 3
AGPAT4-IT1,2.01E-07,-0.128619485,0.014,0.11,0.007681586,-0.096,0.029733394,0.125753018,ENSG00000279355,NA,NA,NA,NA,NA
MRPL15,2.04E-07,-0.122505401,0.031,0.142,0.007768691,-0.111,0.051017892,0.144163027,ENSG00000137547,8,+,protein_coding,no,mitochondrial ribosomal protein L15
CCT4,2.04E-07,-0.09661077,0.242,0.468,0.007772514,-0.226,0.759727774,0.881604002,ENSG00000115484,2,-,protein_coding,no,chaperonin containing TCP1 subunit 4
GADD45G,2.05E-07,-0.136142529,0.034,0.147,0.00782049,-0.113,0.037076973,0.139708996,ENSG00000130222,9,+,protein_coding,no,growth arrest and DNA damage inducible gamma
MRPL14,2.06E-07,-0.128791446,0.094,0.246,0.007862478,-0.152,0.169344182,0.278534488,ENSG00000180992,6,-,protein_coding,no,mitochondrial ribosomal protein L14
COX4I1,2.06E-07,-0.391415316,0.379,0.596,0.007875603,-0.217,1.437683805,2.197460021,ENSG00000131143,16,+,protein_coding,no,cytochrome c oxidase subunit 4I1
MAP1LC3A,2.07E-07,-0.185348949,0.137,0.313,0.007892029,-0.176,0.264987501,0.438407132,ENSG00000101460,20,+,protein_coding,no,microtubule associated protein 1 light chain 3 alpha
CCT6A,2.08E-07,-0.158667045,0.245,0.471,0.007918529,-0.226,0.711230353,0.910169977,ENSG00000146731,7,+,protein_coding,no,chaperonin containing TCP1 subunit 6A
FAM118A,2.08E-07,-0.210725815,0.097,0.254,0.007950885,-0.157,0.333092883,0.542748743,ENSG00000100376,22,+,protein_coding,no,family with sequence similarity 118 member A
PNRC2,2.08E-07,-0.267397165,0.296,0.519,0.007952401,-0.223,0.960873433,1.360174586,ENSG00000189266,1,+,protein_coding,no,proline rich nuclear receptor coactivator 2
RBM12B,2.12E-07,0.668242413,0.288,0.152,0.008096239,0.136,0.958866197,0.2326613,ENSG00000183808,8,-,protein_coding,no,RNA binding motif protein 12B
FAM89B,2.12E-07,-0.074385401,0.12,0.289,0.0080977,-0.169,0.27308652,0.340448573,ENSG00000176973,11,+,protein_coding,no,family with sequence similarity 89 member B
EDNRB,2.18E-07,-0.404030574,0.231,0.444,0.008304045,-0.213,1.082509513,1.755575506,ENSG00000136160,13,-,protein_coding,yes,endothelin receptor type B
DDX39A,2.19E-07,-0.038004205,0.066,0.206,0.008366673,-0.14,0.164362263,0.195442048,ENSG00000123136,19,-,protein_coding,no,DExD-box helicase 39A
SSR2,2.20E-07,-0.113458262,0.242,0.476,0.00837473,-0.234,0.770048924,0.914871391,ENSG00000163479,1,-,protein_coding,no,signal sequence receptor subunit 2
ARMC5,2.20E-07,-0.094081105,0.02,0.12,0.00838293,-0.1,0.043200065,0.113496458,ENSG00000140691,16,+,protein_coding,no,armadillo repeat containing 5
ERF,2.23E-07,-0.155464205,0.154,0.34,0.00849598,-0.186,0.356602747,0.510956916,ENSG00000105722,19,-,protein_coding,no,ETS2 repressor factor
SRSF9,2.23E-07,-0.170466227,0.288,0.527,0.008496436,-0.239,0.917373783,1.157854871,ENSG00000111786,12,-,protein_coding,no,serine and arginine rich splicing factor 9
ADSSL1,2.24E-07,-0.207239621,0.02,0.12,0.008526744,-0.1,0.035810911,0.19582003,ENSG00000185100,14,+,protein_coding,no,adenylosuccinate synthase 1
PGF,2.25E-07,-0.076901294,0.034,0.147,0.008597781,-0.113,0.078335794,0.137374842,ENSG00000119630,14,-,protein_coding,no,placental growth factor
TFRC,2.29E-07,-0.084435869,0.068,0.209,0.008725862,-0.141,0.154700013,0.224297323,ENSG00000072274,3,-,protein_coding,yes,transferrin receptor
CENPL,2.30E-07,-0.096286685,0.017,0.112,0.008778783,-0.095,0.008625358,0.078239066,ENSG00000120334,1,-,protein_coding,no,centromere protein L
ERN1,2.30E-07,-0.046423166,0.071,0.217,0.008787088,-0.146,0.190895947,0.229839911,ENSG00000178607,17,-,protein_coding,no,endoplasmic reticulum to nucleus signaling 1
AC109454.2,2.31E-07,-0.078026535,0.023,0.126,0.008812584,-0.103,0.042523405,0.100459696,ENSG00000248559,5,+,lncRNA,no,novel transcript
ZFYVE21,2.33E-07,-0.085977297,0.137,0.316,0.008889503,-0.179,0.302154585,0.382115348,ENSG00000100711,14,+,protein_coding,no,zinc finger FYVE-type containing 21
FLNC,2.33E-07,-0.093466184,0.011,0.102,0.008905404,-0.091,0.012768494,0.080553582,ENSG00000128591,7,+,protein_coding,yes,filamin C
FHL2,2.36E-07,-0.072808816,0.02,0.12,0.009010789,-0.1,0.049639641,0.1039715,ENSG00000115641,2,-,protein_coding,no,four and a half LIM domains 2
SYF2,2.37E-07,-0.194451866,0.313,0.553,0.009040698,-0.24,1.072140892,1.371128692,ENSG00000117614,1,-,protein_coding,no,SYF2 pre-mRNA splicing factor
KIAA1147,2.38E-07,0.688607042,0.271,0.134,0.009066797,0.137,0.997161236,0.239143928,ENSG00000257093,7,-,protein_coding,no,DENN domain containing 11
RALY,2.38E-07,-0.093649754,0.194,0.398,0.009079538,-0.204,0.471619498,0.570315503,ENSG00000125970,20,+,protein_coding,no,RALY heterogeneous nuclear ribonucleoprotein
NUP98,2.38E-07,0.107970509,0.177,0.388,0.009096101,-0.211,0.722572274,0.598361797,ENSG00000110713,11,-,protein_coding,no,nucleoporin 98 and 96 precursor
INHBB,2.41E-07,-0.6655865,0.026,0.128,0.009195424,-0.102,0.151198901,0.826046646,ENSG00000163083,2,+,protein_coding,no,inhibin subunit beta B
TRMT112,2.45E-07,-0.282523307,0.256,0.484,0.009353577,-0.228,0.698684145,1.066144174,ENSG00000173113,11,-,protein_coding,no,tRNA methyltransferase subunit 11-2
SCML1,2.46E-07,-0.145198966,0.171,0.364,0.009379774,-0.193,0.451375644,0.605051881,ENSG00000047634,X,+,protein_coding,no,Scm polycomb group protein like 1
TPM3,2.47E-07,-0.325145781,0.536,0.749,0.009404979,-0.213,2.7229175,3.664037628,ENSG00000143549,1,-,protein_coding,no,tropomyosin 3
THBS1,2.55E-07,-0.113545962,0.108,0.27,0.009734939,-0.162,0.537793571,0.663714422,ENSG00000137801,15,+,protein_coding,no,thrombospondin 1
PCGF2,2.56E-07,-0.204026431,0.194,0.396,0.00975666,-0.202,0.480307731,0.705179421,ENSG00000277258,17,-,protein_coding,no,polycomb group ring finger 2
PTGS1,2.68E-07,-0.217913451,0.014,0.107,0.010210596,-0.093,0.021462964,0.188012773,ENSG00000095303,9,+,protein_coding,no,prostaglandin-endoperoxide synthase 1
IFT57,2.70E-07,-0.095311377,0.117,0.283,0.010288065,-0.166,0.220150255,0.30348158,ENSG00000114446,3,-,protein_coding,no,intraflagellar transport 57
NOP2,2.74E-07,-0.08326559,0.009,0.094,0.010460953,-0.085,0.004132296,0.063791157,ENSG00000111641,12,-,protein_coding,no,NOP2 nucleolar protein
RAI14,2.75E-07,-0.238270249,0.179,0.377,0.010500143,-0.198,0.818537225,1.145105653,ENSG00000039560,5,+,protein_coding,no,retinoic acid induced 14
HMGN1,2.75E-07,-0.199988016,0.336,0.57,0.01050413,-0.234,1.169522881,1.492106662,ENSG00000205581,21,-,protein_coding,no,high mobility group nucleosome binding domain 1
ADRB2,2.76E-07,-0.103498787,0.097,0.254,0.01053825,-0.157,0.204399766,0.293978027,ENSG00000169252,5,+,protein_coding,yes,adrenoceptor beta 2
NRGN,2.76E-07,-0.183143531,0.068,0.203,0.010539081,-0.135,0.146089874,0.301218927,ENSG00000154146,11,+,protein_coding,no,neurogranin
MRPL52,2.76E-07,-0.07678062,0.157,0.35,0.010539375,-0.193,0.344193918,0.417670152,ENSG00000172590,14,+,protein_coding,no,mitochondrial ribosomal protein L52
PLTP,2.84E-07,-0.477988108,0.063,0.193,0.010814437,-0.13,0.15042234,0.602308236,ENSG00000100979,20,-,protein_coding,no,phospholipid transfer protein
SORBS2,2.84E-07,0.871926484,0.433,0.329,0.01083352,0.104,1.896082818,0.582468053,ENSG00000154556,4,-,protein_coding,yes,sorbin and SH3 domain containing 2
TMEM204,2.86E-07,0.690752309,0.308,0.168,0.010923186,0.14,1.14093742,0.326376469,ENSG00000131634,16,+,protein_coding,yes,transmembrane protein 204
EIF6,2.87E-07,-0.07481736,0.111,0.273,0.010928799,-0.162,0.260037344,0.327106224,ENSG00000242372,20,-,protein_coding,no,eukaryotic translation initiation factor 6
RPL35,2.89E-07,-0.362574169,0.695,0.864,0.011035087,-0.169,6.550166673,8.707384672,ENSG00000136942,9,-,protein_coding,no,ribosomal protein L35
RPE65,2.90E-07,-0.160777032,0.003,0.08,0.01106048,-0.077,0.015705639,0.13544623,ENSG00000116745,1,-,protein_coding,yes,retinoid isomerohydrolase RPE65
RPF2,2.92E-07,-0.159395772,0.123,0.289,0.011120021,-0.166,0.24705749,0.392737867,ENSG00000197498,6,+,protein_coding,no,ribosome production factor 2 homolog
SAMD4A,2.93E-07,0.049240128,0.068,0.209,0.011173787,-0.141,0.239116494,0.197538218,ENSG00000020577,14,+,protein_coding,no,sterile alpha motif domain containing 4A
PLS3,2.93E-07,-0.323869536,0.313,0.543,0.011178368,-0.23,0.96442881,1.458842662,ENSG00000102024,X,+,protein_coding,yes,plastin 3
KLHL15,2.97E-07,-0.051975811,0.063,0.201,0.011333142,-0.138,0.14265096,0.184567647,ENSG00000174010,X,-,protein_coding,no,kelch like family member 15
SULT1C2,2.98E-07,-0.338769276,0,0.072,0.011351122,-0.072,0,0.264677272,ENSG00000198203,2,+,protein_coding,no,sulfotransferase family 1C member 2
VIM-AS1,2.98E-07,-0.090041399,0,0.072,0.011351122,-0.072,0,0.064400726,ENSG00000229124,10,-,lncRNA,no,VIM antisense RNA 1
CIRBP,2.99E-07,-0.360266923,0.462,0.671,0.011407926,-0.209,1.924555364,2.754144608,ENSG00000099622,19,+,protein_coding,no,cold inducible RNA binding protein
ATP5ME,2.99E-07,-0.320476421,0.356,0.62,0.011409842,-0.264,1.509301467,2.133472272,ENSG00000169020,4,-,protein_coding,no,ATP synthase membrane subunit e
HLA-DRB5,3.00E-07,0.86862711,0.37,0.243,0.011443414,0.127,1.656770333,0.455027487,ENSG00000198502,6,-,protein_coding,yes,"major histocompatibility complex, class II, DR beta 5"
STX12,3.03E-07,-0.202121948,0.179,0.377,0.011575078,-0.198,0.417533,0.630714553,ENSG00000117758,1,+,protein_coding,no,syntaxin 12
ID4,3.08E-07,-0.165259622,0.011,0.099,0.011762878,-0.088,0.006297864,0.128430079,ENSG00000172201,6,+,protein_coding,no,"inhibitor of DNA binding 4, HLH protein"
LSM12,3.12E-07,-0.143102924,0.091,0.241,0.011896349,-0.15,0.136613007,0.255136312,ENSG00000161654,17,-,protein_coding,no,LSM12 homolog
PROCR,3.13E-07,-0.214207103,0.211,0.412,0.011928558,-0.201,0.696064528,0.967547086,ENSG00000101000,20,+,protein_coding,yes,protein C receptor
YARS,3.13E-07,-0.108382581,0.08,0.222,0.011943083,-0.142,0.140359405,0.229329085,ENSG00000134684,1,-,protein_coding,no,tyrosyl-tRNA synthetase 1
LINC01578,3.14E-07,-0.276048101,0.336,0.575,0.011972126,-0.239,0.997443459,1.418651262,ENSG00000272888,15,+,lncRNA,no,long intergenic non-protein coding RNA 1578
HLA-DRA,3.24E-07,-0.493280349,0.556,0.759,0.012365382,-0.203,4.186484141,6.300712317,ENSG00000204287,6,+,protein_coding,yes,"major histocompatibility complex, class II, DR alpha"
MRPL23,3.26E-07,-0.085427208,0.037,0.15,0.012438953,-0.113,0.045438558,0.109212272,ENSG00000214026,11,+,protein_coding,no,mitochondrial ribosomal protein L23
CDKN2AIP,3.27E-07,-0.113511925,0.128,0.299,0.012461757,-0.171,0.297560723,0.403777204,ENSG00000168564,4,+,protein_coding,no,CDKN2A interacting protein
PSMC1,3.27E-07,-0.136038277,0.199,0.396,0.012465493,-0.197,0.520635076,0.6710006,ENSG00000100764,14,+,protein_coding,no,"proteasome 26S subunit, ATPase 1"
NOL12,3.29E-07,-0.129730757,0.037,0.152,0.012560891,-0.115,0.057244858,0.156720495,ENSG00000273899,22,+,protein_coding,no,nucleolar protein 12
SVIL,3.31E-07,-0.094522393,0.088,0.235,0.012611118,-0.147,0.282924515,0.369793748,ENSG00000197321,10,-,protein_coding,yes,supervillin
SYCE1L,3.35E-07,-0.103804138,0.037,0.15,0.012764063,-0.113,0.068120573,0.147805865,ENSG00000205078,16,+,protein_coding,no,synaptonemal complex central element protein 1 like
GNL2,3.36E-07,-0.092322045,0.083,0.227,0.012799203,-0.144,0.174859302,0.252499509,ENSG00000134697,1,-,protein_coding,no,G protein nucleolar 2
CYP1B1-AS1,3.37E-07,-0.087295673,0.009,0.094,0.012836853,-0.085,0.015026748,0.078340963,ENSG00000232973,2,+,lncRNA,no,CYP1B1 antisense RNA 1
LAMTOR2,3.37E-07,-0.179208328,0.117,0.283,0.012851329,-0.166,0.202632936,0.361696044,ENSG00000116586,1,+,protein_coding,yes,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
ZNF330,3.37E-07,-0.06233283,0.108,0.273,0.012866784,-0.165,0.283668337,0.34034587,ENSG00000109445,4,+,protein_coding,no,zinc finger protein 330
RAB11A,3.39E-07,-0.294288879,0.387,0.604,0.012927727,-0.217,1.552064214,2.129546276,ENSG00000103769,15,+,protein_coding,no,"RAB11A, member RAS oncogene family"
NHP2,3.40E-07,-0.241869813,0.171,0.35,0.012951572,-0.179,0.35662708,0.604244469,ENSG00000145912,5,-,protein_coding,no,NHP2 ribonucleoprotein
PSMA1,3.43E-07,-0.236257289,0.251,0.468,0.013086675,-0.217,0.640821757,0.932777837,ENSG00000129084,11,-,protein_coding,no,proteasome 20S subunit alpha 1
MFF,3.43E-07,-0.12536052,0.111,0.278,0.013096008,-0.167,0.262159135,0.376738292,ENSG00000168958,2,+,protein_coding,no,mitochondrial fission factor
ERI3,3.43E-07,-0.107142091,0.071,0.211,0.013096607,-0.14,0.144119281,0.232322244,ENSG00000117419,1,-,protein_coding,no,ERI1 exoribonuclease family member 3
MTO1,3.46E-07,-0.131132815,0.048,0.171,0.013187922,-0.123,0.106363038,0.211637117,ENSG00000135297,6,+,protein_coding,no,mitochondrial tRNA translation optimization 1
LGMN,3.48E-07,-0.110074299,0.114,0.281,0.013283584,-0.167,0.212273216,0.308386865,ENSG00000100600,14,-,protein_coding,no,legumain
SYNJ2,3.49E-07,-0.138772454,0.114,0.278,0.01332643,-0.164,0.374160206,0.512906328,ENSG00000078269,6,+,protein_coding,yes,synaptojanin 2
SNU13,3.53E-07,-0.250341367,0.279,0.5,0.01346996,-0.221,0.87973433,1.235922434,ENSG00000100138,22,-,protein_coding,no,small nuclear ribonucleoprotein 13
CSRNP2,3.54E-07,-0.05873976,0.066,0.201,0.013494909,-0.135,0.159934934,0.208136647,ENSG00000110925,12,-,protein_coding,no,cysteine and serine rich nuclear protein 2
SPTY2D1,3.57E-07,-0.195023598,0.14,0.31,0.013599017,-0.17,0.328546041,0.520843628,ENSG00000179119,11,-,protein_coding,no,SPT2 chromatin protein domain containing 1
TMBIM1,3.57E-07,-0.135141327,0.165,0.353,0.013614841,-0.188,0.372378683,0.507146803,ENSG00000135926,2,-,protein_coding,yes,transmembrane BAX inhibitor motif containing 1
