gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
C3orf58,2.53E-10,-0.323892252,0.145,0.342,9.66E-06,-0.197,0.235849257,0.546916187,ENSG00000181744,3,+,protein_coding,no,divergent protein kinase domain 2A
FIBP,2.56E-10,-0.380406251,0.208,0.411,9.76E-06,-0.203,0.367841601,0.780530839,ENSG00000172500,11,-,protein_coding,no,FGF1 intracellular binding protein
MAP1A,2.63E-10,-0.312011632,0.052,0.204,1.00E-05,-0.152,0.144800603,0.421198399,ENSG00000166963,15,+,protein_coding,no,microtubule associated protein 1A
MT-CO2,3.12E-10,0.662732615,0.973,0.984,1.19E-05,-0.011,103.622168,65.0878037,ENSG00000198712,MT,+,protein_coding,no,mitochondrially encoded cytochrome c oxidase II
ITM2C,3.37E-10,-0.474790656,0.719,0.882,1.29E-05,-0.163,4.494853557,6.63628892,ENSG00000135916,2,+,protein_coding,yes,integral membrane protein 2C
CSTB,3.38E-10,-0.340874441,0.389,0.628,1.29E-05,-0.239,0.848129583,1.340700513,ENSG00000160213,21,-,protein_coding,no,cystatin B
MRPL20,3.38E-10,-0.194677988,0.335,0.572,1.29E-05,-0.237,0.805660879,1.066522331,ENSG00000242485,1,-,protein_coding,no,mitochondrial ribosomal protein L20
ING1,3.44E-10,-0.369618509,0.093,0.263,1.31E-05,-0.17,0.150620812,0.486614907,ENSG00000153487,13,+,protein_coding,no,inhibitor of growth family member 1
COPRS,3.48E-10,-0.275156393,0.308,0.536,1.33E-05,-0.228,0.728848213,1.0921229,ENSG00000172301,17,-,protein_coding,yes,coordinator of PRMT5 and differentiation stimulator
RPL37A,3.48E-10,-0.323753862,0.959,0.938,1.33E-05,0.021,14.39466806,18.26770342,ENSG00000197756,2,+,protein_coding,no,ribosomal protein L37a
FAM229B,3.56E-10,-0.240377752,0.238,0.457,1.36E-05,-0.219,0.481549528,0.750157318,ENSG00000203778,6,+,protein_coding,no,family with sequence similarity 229 member B
C9orf135,3.64E-10,-0.481782645,0.167,0.352,1.39E-05,-0.185,0.239406502,0.730791676,ENSG00000204711,9,+,protein_coding,yes,chromosome 9 open reading frame 135
BTG2,3.66E-10,-0.198203514,0.02,0.138,1.40E-05,-0.118,0.037794942,0.190629813,ENSG00000159388,1,+,protein_coding,no,BTG anti-proliferation factor 2
RPA3,3.76E-10,-0.133098729,0.312,0.536,1.43E-05,-0.224,0.744661374,0.913277022,ENSG00000106399,7,-,protein_coding,no,replication protein A3
YPEL3,3.83E-10,-0.410487162,0.572,0.776,1.46E-05,-0.204,1.739353802,2.640969792,ENSG00000090238,16,-,protein_coding,no,yippee like 3
NHP2,3.84E-10,-0.195625069,0.305,0.539,1.46E-05,-0.234,0.722294117,0.972406076,ENSG00000145912,5,-,protein_coding,no,NHP2 ribonucleoprotein
GAS5,4.06E-10,-0.229955857,0.294,0.53,1.55E-05,-0.236,0.706383273,1.001244704,ENSG00000234741,1,-,lncRNA,no,growth arrest specific 5
NOX4,4.22E-10,-0.153902869,0.154,0.349,1.61E-05,-0.195,0.295095398,0.440891038,ENSG00000086991,11,-,protein_coding,yes,NADPH oxidase 4
MMP9,4.37E-10,-0.235007934,0.201,0.414,1.67E-05,-0.213,0.49277909,0.75687143,ENSG00000100985,20,+,protein_coding,no,matrix metallopeptidase 9
PRDX2,4.54E-10,-0.161909605,0.889,0.931,1.73E-05,-0.042,9.355976345,10.58592459,ENSG00000167815,19,-,protein_coding,no,peroxiredoxin 2
NOL3,4.79E-10,-0.234619003,0.113,0.293,1.83E-05,-0.18,0.214095163,0.428499479,ENSG00000140939,16,+,protein_coding,no,nucleolar protein 3
UBA52,4.92E-10,-0.275148201,0.74,0.829,1.88E-05,-0.089,4.314756542,5.431484644,ENSG00000221983,19,+,protein_coding,yes,ubiquitin A-52 residue ribosomal protein fusion product 1
KIF9,5.04E-10,-0.338405475,0.326,0.543,1.92E-05,-0.217,0.718845007,1.173236125,ENSG00000088727,3,-,protein_coding,no,kinesin family member 9
PIGP,5.16E-10,-0.332033097,0.419,0.615,1.97E-05,-0.196,0.912215934,1.407070743,ENSG00000185808,21,-,protein_coding,no,phosphatidylinositol glycan anchor biosynthesis class P
RPL8,5.30E-10,-0.350460678,0.948,0.921,2.02E-05,0.027,11.25193746,14.6208243,ENSG00000161016,8,-,protein_coding,no,ribosomal protein L8
MCTS1,5.35E-10,-0.282136028,0.133,0.326,2.04E-05,-0.193,0.207310718,0.468082505,ENSG00000232119,X,+,protein_coding,yes,MCTS1 re-initiation and release factor
CDKN1C,5.65E-10,-0.269224425,0.077,0.24,2.15E-05,-0.163,0.153740001,0.390441039,ENSG00000129757,11,-,protein_coding,no,cyclin dependent kinase inhibitor 1C
MRFAP1,5.94E-10,-0.187871662,0.462,0.668,2.26E-05,-0.206,1.38042703,1.711501685,ENSG00000179010,4,+,protein_coding,no,Morf4 family associated protein 1
RIMS2,6.00E-10,-0.55461057,0.928,0.947,2.29E-05,-0.019,10.28809187,15.57963452,ENSG00000176406,8,+,protein_coding,no,regulating synaptic membrane exocytosis 2
PDE8B,6.37E-10,0.224330506,0.233,0.066,2.43E-05,0.167,0.35342869,0.158524352,ENSG00000113231,5,+,protein_coding,no,phosphodiesterase 8B
RPL19,6.46E-10,-0.258769984,0.851,0.878,2.46E-05,-0.027,7.573862825,9.258268405,ENSG00000108298,17,+,protein_coding,no,ribosomal protein L19
ACAT2,6.66E-10,-0.409433416,0.097,0.266,2.54E-05,-0.169,0.167392253,0.550488489,ENSG00000120437,6,+,protein_coding,no,acetyl-CoA acetyltransferase 2
ANKRD33B,6.68E-10,-0.559920873,0.731,0.914,2.55E-05,-0.183,4.077903501,6.48578624,ENSG00000164236,5,+,protein_coding,no,ankyrin repeat domain 33B
AC023157.3,6.75E-10,-0.33188588,0.054,0.201,2.57E-05,-0.147,0.101920221,0.386940269,ENSG00000276900,12,+,lncRNA,no,"novel transcript, antisense to AMN1"
GNB1,6.84E-10,0.817913917,0.52,0.319,2.61E-05,0.201,3.485978846,1.544723488,ENSG00000078369,1,-,protein_coding,yes,G protein subunit beta 1
ROMO1,7.09E-10,-0.106442008,0.439,0.697,2.70E-05,-0.258,1.825058814,2.041373313,ENSG00000125995,20,+,protein_coding,no,reactive oxygen species modulator 1
ZCRB1,7.18E-10,-0.133662037,0.396,0.625,2.74E-05,-0.229,1.255014643,1.473919983,ENSG00000139168,12,-,protein_coding,no,zinc finger CCHC-type and RNA binding motif containing 1
RAI14,7.27E-10,0.476057459,0.41,0.207,2.77E-05,0.203,0.85665655,0.334823977,ENSG00000039560,5,+,protein_coding,no,retinoic acid induced 14
NUDC,7.29E-10,-0.364304583,0.518,0.691,2.78E-05,-0.173,1.406068116,2.097237617,ENSG00000090273,1,+,protein_coding,no,"nuclear distribution C, dynein complex regulator"
RPL29,7.70E-10,-0.405864835,0.853,0.836,2.94E-05,0.017,6.362671473,8.754677416,ENSG00000162244,3,-,protein_coding,no,ribosomal protein L29
ANO3,8.07E-10,0.253896767,0.179,0.03,3.08E-05,0.149,0.239015291,0.039073153,ENSG00000134343,11,+,protein_coding,yes,anoctamin 3
IRS2,8.09E-10,-0.463355234,0.367,0.576,3.09E-05,-0.209,0.760143226,1.426787965,ENSG00000185950,13,-,protein_coding,yes,insulin receptor substrate 2
LDHB,8.21E-10,0.791140162,0.781,0.681,3.13E-05,0.1,5.293136061,2.636722823,ENSG00000111716,12,-,protein_coding,no,lactate dehydrogenase B
JMJD6,8.35E-10,-0.224595689,0.154,0.345,3.19E-05,-0.191,0.292742358,0.510504483,ENSG00000070495,17,-,protein_coding,yes,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase"
SLC23A2,8.96E-10,-0.573781114,0.43,0.622,3.42E-05,-0.192,0.837319084,1.734701396,ENSG00000089057,20,-,protein_coding,yes,solute carrier family 23 member 2
HMGN2,8.96E-10,-0.295028206,0.751,0.852,3.42E-05,-0.101,3.3515261,4.33892638,ENSG00000198830,1,+,protein_coding,no,high mobility group nucleosomal binding domain 2
VANGL2,8.99E-10,0.271220351,0.115,0,3.43E-05,0.115,0.206828231,0,ENSG00000162738,1,+,protein_coding,yes,VANGL planar cell polarity protein 2
RPS5,9.01E-10,-0.387871566,0.839,0.852,3.44E-05,-0.013,6.933500735,9.380680927,ENSG00000083845,19,+,protein_coding,no,ribosomal protein S5
ZNF622,9.29E-10,-0.296901159,0.09,0.253,3.54E-05,-0.163,0.173086408,0.44113995,ENSG00000173545,5,-,protein_coding,no,zinc finger protein 622
HIST1H2BG,9.37E-10,-0.222563154,0.007,0.102,3.58E-05,-0.095,0.006786286,0.174723012,ENSG00000273802,6,-,protein_coding,no,H2B clustered histone 8
HBEGF,9.49E-10,-0.166919084,0.007,0.102,3.62E-05,-0.095,0.008631843,0.132349066,ENSG00000113070,5,-,protein_coding,yes,heparin binding EGF like growth factor
VPS28,9.50E-10,-0.236979873,0.502,0.697,3.62E-05,-0.195,1.480617603,1.923464815,ENSG00000160948,8,-,protein_coding,yes,VPS28 subunit of ESCRT-I
ADIPOR1,9.71E-10,-0.400057521,0.428,0.632,3.70E-05,-0.204,0.86456968,1.460412539,ENSG00000159346,1,-,protein_coding,yes,adiponectin receptor 1
RPS25,9.72E-10,-0.280647458,0.887,0.895,3.71E-05,-0.008,9.670770949,11.96221142,ENSG00000118181,11,-,protein_coding,no,ribosomal protein S25
NSF,9.78E-10,0.499320774,0.744,0.747,3.73E-05,-0.003,3.584853196,2.243507481,ENSG00000073969,17,+,protein_coding,yes,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
ATP6AP2,9.84E-10,-0.313034132,0.419,0.632,3.75E-05,-0.213,0.907209919,1.369360589,ENSG00000182220,X,+,protein_coding,yes,ATPase H+ transporting accessory protein 2
PSMB3,1.01E-09,-0.226500012,0.396,0.612,3.85E-05,-0.216,0.975401311,1.311205888,ENSG00000277791,17,+,protein_coding,no,proteasome 20S subunit beta 3
TIMM10,1.10E-09,-0.256520227,0.077,0.234,4.21E-05,-0.157,0.106015127,0.321238894,ENSG00000134809,11,-,protein_coding,no,translocase of inner mitochondrial membrane 10
MRPL51,1.16E-09,-0.142935456,0.376,0.622,4.42E-05,-0.246,1.098520237,1.317079961,ENSG00000111639,12,-,protein_coding,no,mitochondrial ribosomal protein L51
SERF2,1.16E-09,-0.174506833,0.799,0.898,4.43E-05,-0.099,5.332238025,6.146427998,ENSG00000140264,15,+,protein_coding,no,small EDRK-rich factor 2
SF3B6,1.20E-09,-0.212793892,0.335,0.562,4.58E-05,-0.227,0.912022362,1.215900788,ENSG00000115128,2,-,protein_coding,no,splicing factor 3b subunit 6
SEC61B,1.20E-09,-0.193152527,0.326,0.559,4.59E-05,-0.233,0.83298553,1.095577568,ENSG00000106803,9,+,protein_coding,no,SEC61 translocon subunit beta
NUDT1,1.22E-09,-0.201081642,0.075,0.234,4.65E-05,-0.159,0.158735402,0.332035752,ENSG00000106268,7,+,protein_coding,yes,nudix hydrolase 1
NDUFB9,1.24E-09,-0.18916848,0.507,0.73,4.72E-05,-0.223,1.849112878,2.24829185,ENSG00000147684,8,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B9
TUBA4A,1.26E-09,-0.406910591,0.48,0.658,4.81E-05,-0.178,1.253874795,1.98828545,ENSG00000127824,2,-,protein_coding,no,tubulin alpha 4a
EIF3K,1.27E-09,-0.22080517,0.676,0.809,4.85E-05,-0.133,2.990923497,3.650957618,ENSG00000178982,19,+,protein_coding,no,eukaryotic translation initiation factor 3 subunit K
ARID5A,1.28E-09,-0.306615956,0.192,0.388,4.89E-05,-0.196,0.345196278,0.66374306,ENSG00000196843,2,+,protein_coding,no,AT-rich interaction domain 5A
SIAH2,1.33E-09,-0.2267146,0.027,0.148,5.08E-05,-0.121,0.05465325,0.234120568,ENSG00000181788,3,-,protein_coding,no,siah E3 ubiquitin protein ligase 2
SNHG12,1.37E-09,-0.389747251,0.179,0.368,5.21E-05,-0.189,0.282204937,0.679898562,ENSG00000197989,1,-,lncRNA,no,small nucleolar RNA host gene 12
PPIH,1.39E-09,-0.173208754,0.075,0.227,5.28E-05,-0.152,0.132365917,0.27681454,ENSG00000171960,1,+,protein_coding,no,peptidylprolyl isomerase H
UFC1,1.43E-09,-0.151677202,0.367,0.589,5.44E-05,-0.222,0.969919721,1.188305316,ENSG00000143222,1,+,protein_coding,no,ubiquitin-fold modifier conjugating enzyme 1
SQLE,1.47E-09,-0.553947615,0.167,0.345,5.60E-05,-0.178,0.2560122,0.843948154,ENSG00000104549,8,+,protein_coding,no,squalene epoxidase
YBX1,1.50E-09,-0.428310535,0.932,0.898,5.72E-05,0.034,14.78454822,20.24058505,ENSG00000065978,1,+,protein_coding,no,Y-box binding protein 1
ANAPC11,1.53E-09,-0.101327575,0.495,0.701,5.85E-05,-0.206,1.928936432,2.142046337,ENSG00000141552,17,+,protein_coding,no,anaphase promoting complex subunit 11
MRPL40,1.58E-09,-0.258081686,0.26,0.474,6.02E-05,-0.214,0.639991484,0.961245327,ENSG00000185608,22,+,protein_coding,no,mitochondrial ribosomal protein L40
LINC01170,1.60E-09,-0.201431325,0.009,0.105,6.10E-05,-0.096,0.010021843,0.161362067,ENSG00000253807,5,-,lncRNA,no,long intergenic non-protein coding RNA 1170
ATP6V0B,1.63E-09,-0.350463932,0.688,0.829,6.21E-05,-0.141,2.973512542,4.066111503,ENSG00000117410,1,+,protein_coding,no,ATPase H+ transporting V0 subunit b
THY1,1.66E-09,-0.319741362,0.05,0.188,6.34E-05,-0.138,0.090510823,0.361073947,ENSG00000154096,11,-,protein_coding,yes,Thy-1 cell surface antigen
PDCL,1.69E-09,-0.39958382,0.249,0.451,6.44E-05,-0.202,0.362475047,0.79727806,ENSG00000136940,9,-,protein_coding,no,phosducin like
NEU1,1.71E-09,-0.359962194,0.152,0.336,6.52E-05,-0.184,0.185734582,0.521762591,ENSG00000204386,6,-,protein_coding,yes,neuraminidase 1
ATP5PD,1.72E-09,-0.15780181,0.663,0.826,6.55E-05,-0.163,3.401921743,3.910722525,ENSG00000167863,17,-,protein_coding,no,ATP synthase peripheral stalk subunit d
TRAPPC6A,1.74E-09,-0.304634719,0.111,0.283,6.62E-05,-0.172,0.155853383,0.427601306,ENSG00000007255,19,-,protein_coding,no,trafficking protein particle complex 6A
SAG,1.74E-09,0.5378964,0.489,0.28,6.65E-05,0.209,5.073394434,3.183199108,ENSG00000130561,2,+,protein_coding,no,S-antigen visual arrestin
COX5A,1.76E-09,-0.30883455,0.649,0.793,6.70E-05,-0.144,2.986168255,3.937693058,ENSG00000178741,15,-,protein_coding,no,cytochrome c oxidase subunit 5A
TUBA1B,1.79E-09,-0.267699431,0.835,0.944,6.82E-05,-0.109,6.374710141,7.878314266,ENSG00000123416,12,-,protein_coding,no,tubulin alpha 1b
PPFIBP1,1.85E-09,0.250221172,0.156,0.02,7.07E-05,0.136,0.243184158,0.045228851,ENSG00000110841,12,+,protein_coding,yes,PPFIA binding protein 1
PRDX1,1.86E-09,-0.292560679,0.885,0.934,7.09E-05,-0.049,9.05268066,11.31264694,ENSG00000117450,1,-,protein_coding,no,peroxiredoxin 1
GSKIP,1.89E-09,-0.285572124,0.319,0.533,7.20E-05,-0.214,0.640790728,0.999949218,ENSG00000100744,14,+,protein_coding,no,GSK3B interacting protein
SH3GL2,1.89E-09,0.575922387,0.561,0.385,7.21E-05,0.176,1.501271485,0.677995989,ENSG00000107295,9,+,protein_coding,yes,"SH3 domain containing GRB2 like 2, endophilin A1"
KANSL1-AS1,1.90E-09,-0.239747519,0.066,0.214,7.26E-05,-0.148,0.109429894,0.309999285,ENSG00000214401,17,+,lncRNA,no,KANSL1 antisense RNA 1
C3orf14,1.97E-09,-0.286894157,0.244,0.451,7.51E-05,-0.207,0.414047745,0.725153806,ENSG00000114405,3,+,protein_coding,no,chromosome 3 open reading frame 14
RPS19,2.06E-09,-0.277583798,0.896,0.888,7.87E-05,0.008,8.680513403,10.73436087,ENSG00000105372,19,+,protein_coding,no,ribosomal protein S19
YWHAH,2.08E-09,-0.422211129,0.321,0.513,7.93E-05,-0.192,0.572267537,1.106806558,ENSG00000128245,22,+,protein_coding,yes,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
DPYSL4,2.11E-09,-0.376822687,0.328,0.549,8.03E-05,-0.221,0.616425321,1.098894341,ENSG00000151640,10,+,protein_coding,no,dihydropyrimidinase like 4
MT-TM,2.14E-09,0.441897269,0.337,0.148,8.15E-05,0.189,0.681935902,0.238183773,NA,NA,NA,NA,NA,NA
MT-TA,2.17E-09,0.547825925,0.423,0.22,8.27E-05,0.203,1.084578296,0.425956167,NA,NA,NA,NA,NA,NA
DENND5A,2.18E-09,0.375918735,0.423,0.224,8.31E-05,0.199,0.827486306,0.408287474,ENSG00000184014,11,-,protein_coding,no,DENN domain containing 5A
CST3,2.25E-09,-0.414242923,0.385,0.595,8.56E-05,-0.21,1.502347193,2.334625845,ENSG00000101439,20,-,protein_coding,yes,cystatin C
XBP1,2.29E-09,-0.506191365,0.256,0.441,8.72E-05,-0.185,0.383260436,0.964638904,ENSG00000100219,22,-,protein_coding,no,X-box binding protein 1
SLC25A29,2.31E-09,-0.398405794,0.41,0.625,8.82E-05,-0.215,0.835304342,1.419024052,ENSG00000197119,14,-,protein_coding,no,solute carrier family 25 member 29
MZT2A,2.38E-09,-0.175021047,0.181,0.375,9.07E-05,-0.194,0.394792911,0.574694521,ENSG00000173272,2,-,protein_coding,no,mitotic spindle organizing protein 2A
RIMKLA,2.54E-09,-0.318064881,0.208,0.405,9.68E-05,-0.197,0.368523743,0.706080057,ENSG00000177181,1,+,protein_coding,no,ribosomal modification protein rimK like family member A
ACBD5,2.55E-09,-0.330453859,0.371,0.566,9.73E-05,-0.195,0.758091644,1.210640048,ENSG00000107897,10,-,protein_coding,no,acyl-CoA binding domain containing 5
STK24,2.57E-09,0.475207749,0.344,0.161,9.81E-05,0.183,0.723035292,0.239488171,ENSG00000102572,13,-,protein_coding,no,serine/threonine kinase 24
RAB21,2.72E-09,-0.381135338,0.181,0.368,1.04E-04,-0.187,0.326340688,0.72738149,ENSG00000080371,12,+,protein_coding,no,"RAB21, member RAS oncogene family"
TRAC,2.79E-09,-0.300254211,0.511,0.724,1.06E-04,-0.213,1.494948461,2.072183148,ENSG00000277734,14,+,TR_C_gene,yes,T cell receptor alpha constant
SLC2A1,2.90E-09,-0.400991998,0.278,0.48,1.11E-04,-0.202,0.478747737,0.952561459,ENSG00000117394,1,-,protein_coding,yes,solute carrier family 2 member 1
DYRK2,2.90E-09,-0.334505636,0.111,0.286,1.11E-04,-0.175,0.166606734,0.47102722,ENSG00000127334,12,+,protein_coding,no,dual specificity tyrosine phosphorylation regulated kinase 2
TRIR,2.98E-09,-0.278330076,0.382,0.599,1.14E-04,-0.217,0.982165933,1.403951543,ENSG00000123144,19,-,protein_coding,no,telomerase RNA component interacting RNase
LINC02001,3.09E-09,-0.08613885,0.197,0.418,1.18E-04,-0.221,0.522706902,0.616392005,ENSG00000267321,17,+,lncRNA,no,small nucleolar RNA host gene 30
TSC22D3,3.13E-09,-0.297153925,0.052,0.191,1.19E-04,-0.139,0.106874257,0.360036399,ENSG00000157514,X,-,protein_coding,no,TSC22 domain family member 3
FAM169A,3.14E-09,0.646783469,0.611,0.47,1.20E-04,0.141,2.08040542,0.967463363,ENSG00000198780,5,-,protein_coding,no,family with sequence similarity 169 member A
CISD2,3.17E-09,-0.323578847,0.428,0.628,1.21E-04,-0.2,0.917662924,1.399822996,ENSG00000145354,4,+,protein_coding,no,CDGSH iron sulfur domain 2
ZNF292,3.27E-09,-0.461444095,0.489,0.678,1.25E-04,-0.189,1.171581389,1.990092507,ENSG00000188994,6,+,protein_coding,no,zinc finger protein 292
SNCB,3.32E-09,-0.348825899,0.557,0.73,1.27E-04,-0.173,1.57026513,2.273293766,ENSG00000074317,5,-,protein_coding,no,synuclein beta
C19orf81,3.37E-09,-0.192742035,0.077,0.23,1.28E-04,-0.153,0.116944697,0.276594017,ENSG00000235034,19,+,protein_coding,no,chromosome 19 open reading frame 81
TCEAL9,3.38E-09,-0.472060875,0.312,0.497,1.29E-04,-0.185,0.58361295,1.19661289,ENSG00000185222,X,+,protein_coding,no,transcription elongation factor A like 9
FAM213A,3.40E-09,-0.393877894,0.86,0.891,1.30E-04,-0.031,7.254867174,9.846238509,ENSG00000122378,10,+,protein_coding,no,peroxiredoxin like 2A
HMGB2,3.42E-09,-0.332379581,0.432,0.661,1.31E-04,-0.229,1.065183372,1.600248434,ENSG00000164104,4,-,protein_coding,no,high mobility group box 2
UQCR10,3.43E-09,-0.132837044,0.867,0.908,1.31E-04,-0.041,7.428338226,8.241232356,ENSG00000184076,22,+,protein_coding,no,"ubiquinol-cytochrome c reductase, complex III subunit X"
PTP4A1,3.47E-09,-0.257174265,0.063,0.207,1.32E-04,-0.144,0.080818655,0.291724806,ENSG00000112245,6,+,protein_coding,no,protein tyrosine phosphatase 4A1
CKS2,3.53E-09,-0.201492324,0.041,0.168,1.34E-04,-0.127,0.064105848,0.223601677,ENSG00000123975,9,+,protein_coding,no,CDC28 protein kinase regulatory subunit 2
CPLANE1,3.67E-09,0.299382494,0.303,0.118,1.40E-04,0.185,0.502248466,0.220727303,ENSG00000197603,5,-,protein_coding,no,ciliogenesis and planar polarity effector 1
HSPD1,3.74E-09,-0.611329557,0.613,0.763,1.43E-04,-0.15,1.953094155,3.511342791,ENSG00000144381,2,-,protein_coding,yes,heat shock protein family D (Hsp60) member 1
PPDPF,3.78E-09,-0.319252914,0.466,0.664,1.44E-04,-0.198,1.324231664,1.899907309,ENSG00000125534,20,+,protein_coding,no,pancreatic progenitor cell differentiation and proliferation factor
GDF11,3.98E-09,0.74756247,0.579,0.434,1.52E-04,0.145,1.977753665,0.773576969,ENSG00000135414,12,+,protein_coding,no,growth differentiation factor 11
PCSK1N,4.09E-09,-0.254670187,0.57,0.773,1.56E-04,-0.203,2.042762504,2.63020726,ENSG00000102109,X,-,protein_coding,no,proprotein convertase subtilisin/kexin type 1 inhibitor
NDUFA3,4.35E-09,-0.188202377,0.518,0.76,1.66E-04,-0.242,1.898200984,2.302045552,ENSG00000170906,19,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A3
HINT1,4.50E-09,-0.27155357,0.631,0.783,1.72E-04,-0.152,2.761781648,3.540872977,ENSG00000169567,5,-,protein_coding,yes,histidine triad nucleotide binding protein 1
RPS27L,4.81E-09,-0.239836557,0.242,0.457,1.84E-04,-0.215,0.455940221,0.71925993,ENSG00000185088,15,-,protein_coding,no,ribosomal protein S27 like
DRG1,5.08E-09,-0.265063766,0.118,0.286,1.94E-04,-0.168,0.218310729,0.464030799,ENSG00000185721,22,+,protein_coding,no,developmentally regulated GTP binding protein 1
NEDD8,5.75E-09,-0.195884102,0.527,0.707,2.19E-04,-0.18,1.728510368,2.125306382,ENSG00000129559,14,-,protein_coding,no,NEDD8 ubiquitin like modifier
TAGLN3,5.81E-09,-0.296174482,0.059,0.197,2.22E-04,-0.138,0.161925004,0.426709327,ENSG00000144834,3,+,protein_coding,no,transgelin 3
AC144652.1,5.91E-09,-0.232420151,0.023,0.132,2.25E-04,-0.109,0.030317923,0.210421674,ENSG00000273117,7,-,lncRNA,no,novel transcript
SNRPC,6.47E-09,-0.204522811,0.183,0.378,2.47E-04,-0.195,0.37077319,0.579548999,ENSG00000124562,6,+,protein_coding,no,small nuclear ribonucleoprotein polypeptide C
KIF1A,6.48E-09,0.708762828,0.719,0.582,2.47E-04,0.137,2.873493768,1.369976231,ENSG00000130294,2,-,protein_coding,no,kinesin family member 1A
MYO5A,6.66E-09,0.448242524,0.398,0.197,2.54E-04,0.201,0.782597033,0.306528039,ENSG00000197535,15,-,protein_coding,no,myosin VA
MORF4L1,6.88E-09,-0.387840773,0.665,0.796,2.62E-04,-0.131,2.247611258,3.249283868,ENSG00000185787,15,+,protein_coding,no,mortality factor 4 like 1
MEGF9,7.13E-09,-0.495466999,0.731,0.895,2.72E-04,-0.164,3.256993095,5.001411059,ENSG00000106780,9,-,protein_coding,no,multiple EGF like domains 9
IFI27L1,7.25E-09,-0.149718357,0.231,0.438,2.77E-04,-0.207,0.527496456,0.694532597,ENSG00000165948,14,+,protein_coding,no,interferon alpha inducible protein 27 like 1
TIPARP,7.40E-09,-0.316861305,0.213,0.398,2.82E-04,-0.185,0.301458655,0.621119885,ENSG00000163659,3,+,protein_coding,no,TCDD inducible poly(ADP-ribose) polymerase
MRPL41,7.43E-09,-0.150439705,0.455,0.658,2.83E-04,-0.203,1.564248058,1.846078661,ENSG00000182154,9,+,protein_coding,no,mitochondrial ribosomal protein L41
BCL10,7.50E-09,-0.172344203,0.034,0.151,2.86E-04,-0.117,0.084193084,0.221764233,ENSG00000142867,1,-,protein_coding,no,BCL10 immune signaling adaptor
CLCN4,7.51E-09,0.482145577,0.615,0.497,2.86E-04,0.118,1.921880132,1.09180942,ENSG00000073464,X,+,protein_coding,yes,chloride voltage-gated channel 4
TRMT112,7.72E-09,-0.097565661,0.514,0.714,2.94E-04,-0.2,1.700737883,1.889699128,ENSG00000173113,11,-,protein_coding,no,tRNA methyltransferase subunit 11-2
FAM210A,7.86E-09,-0.295115772,0.312,0.523,3.00E-04,-0.211,0.605369377,0.969761633,ENSG00000177150,18,-,protein_coding,no,family with sequence similarity 210 member A
MRPL12,8.02E-09,-0.221520253,0.152,0.326,3.06E-04,-0.174,0.324382953,0.544179643,ENSG00000262814,17,+,protein_coding,no,mitochondrial ribosomal protein L12
FAM50A,8.07E-09,-0.32930174,0.258,0.454,3.08E-04,-0.196,0.473354814,0.851130549,ENSG00000071859,X,+,protein_coding,no,family with sequence similarity 50 member A
GNPTG,8.09E-09,-0.225214352,0.113,0.273,3.09E-04,-0.16,0.167268668,0.364479778,ENSG00000090581,16,+,protein_coding,no,N-acetylglucosamine-1-phosphate transferase subunit gamma
CIART,8.47E-09,-0.362469218,0.122,0.283,3.23E-04,-0.161,0.182753324,0.520576535,ENSG00000159208,1,+,protein_coding,no,circadian associated repressor of transcription
AL049833.2,8.52E-09,-0.169729267,0.036,0.158,3.25E-04,-0.122,0.047536289,0.178318449,ENSG00000259026,14,-,lncRNA,no,novel transcript
RPL13,8.63E-09,-0.164482751,0.968,0.941,3.29E-04,0.027,16.9670902,19.13687109,ENSG00000167526,16,+,protein_coding,no,ribosomal protein L13
TUBB4B,8.99E-09,-0.266066562,0.903,0.944,3.43E-04,-0.041,10.51145601,12.84281052,ENSG00000188229,9,+,protein_coding,no,tubulin beta 4B class IVb
RABAC1,9.03E-09,-0.323117817,0.421,0.612,3.44E-04,-0.191,1.076455454,1.597710643,ENSG00000105404,19,-,protein_coding,yes,Rab acceptor 1
DZIP1L,9.07E-09,0.233194974,0.217,0.062,3.46E-04,0.155,0.286560872,0.09454005,ENSG00000158163,3,-,protein_coding,no,DAZ interacting zinc finger protein 1 like
ATP6V1F,9.68E-09,-0.122640145,0.491,0.697,3.69E-04,-0.206,1.938972677,2.199734256,ENSG00000128524,7,+,protein_coding,no,ATPase H+ transporting V1 subunit F
IFI6,9.70E-09,-0.252568886,0.167,0.342,3.70E-04,-0.175,0.242126505,0.479778249,ENSG00000126709,1,-,protein_coding,yes,interferon alpha inducible protein 6
SMIM26,9.81E-09,-0.253778984,0.367,0.586,3.74E-04,-0.219,0.912400393,1.280205089,ENSG00000232388,20,+,protein_coding,no,small integral membrane protein 26
AC110716.1,9.85E-09,-0.211153698,0.224,0.424,3.76E-04,-0.2,0.423931863,0.648362801,ENSG00000250543,3,-,lncRNA,no,novel transcript
